Accession	# AAs	Abundance: 40: Sample	Abundance: 41: Sample	Abundance: 42: Sample	Abundance: 43: Sample	Abundance: 61: Sample	Abundance: 62: Sample	Abundance: 63: Sample	COG Functional Category	seed ortholog evalue	Predicted taxonomic group
3.contigs_2497889_1	1853	NA	344476.71875	NA	NA	382018.5	338844.875	209891.265625	Q	7.7e-35	Alphaproteobacteria
1.contigs_3140184_1	247	112964.046875	59111.9296875	NA	41038.328125	2084502.75	342124.59375	74738.65625	GM	4.1e-16	Bacteria
4.contigs_7958050_1	243	467108.5	NA	NA	89512.859375	63043.33984375	NA	NA	E	3.5e-97	Rhodospirillales
2.contigs_12581451_1	56	NA	NA	NA	NA	131553.15625	NA	NA	C	8.5e-18	Cyanobacteria
4.contigs_8237597_1	169	241639.5625	NA	55686.35546875	193053.71875	298920.375	72256.7265625	54173.23828125	E	2.7e-67	Syntrophobacterales
3.contigs_19974488_1	126	241639.5625	NA	55686.35546875	193053.71875	298920.375	72256.7265625	54173.23828125	E	4e-44	Syntrophobacterales
4.contigs_4088402_1	163	241639.5625	NA	55686.35546875	193053.71875	298920.375	72256.7265625	54173.23828125	E	7.7e-64	Desulfobacterales
2.contigs_6339174_36	377	241639.5625	NA	55686.35546875	193053.71875	298920.375	72256.7265625	54173.23828125	E	3e-143	Desulfobacterales
4.contigs_15311334_2	70	241639.5625	NA	55686.35546875	193053.71875	298920.375	72256.7265625	54173.23828125	E	4.3e-19	Syntrophobacterales
4.contigs_1254651_1	144	118104.15625	311612.53125	156737.453125	927208.3125	4445023.9375	980438.5	255898.890625	P	6.4e-38	Rhodospirillales
4.contigs_4397642_1	329	428353.5625	NA	624503.75	NA	NA	321189.03125	186756.578125	E	2.3e-144	Spirochaetes
4.contigs_9407704_4	109	5587416	1214258.8125	441464.140625	NA	213755.234375	NA	80799.7421875	U	1.2e-39	Arthropoda
4.contigs_1967554_2	911	NA	NA	195222.140625	NA	NA	NA	NA	NT	6.3e-38	Cyanobacteria
1.contigs_5981993_1	60	14134707.25	2674176.828125	NA	NA	NA	NA	NA	O	1.4e-15	Pleurocapsales
3.contigs_3672673_1	87	601217.4375	NA	NA	NA	NA	877220.4375	712657.8125	ET	4.2e-32	Alphaproteobacteria
4.contigs_6985581_1	129	NA	NA	807070.125	197652.921875	NA	532332.5625	550875.5	NA	9.6e-9	Deferribacteres
1.contigs_843607_1	278	626003.5625	314905.6875	1834794.25	814293.9375	204760.046875	NA	64444.69921875	F	3.7e-135	Pleurocapsales
3.contigs_9703465_1	71	2060968.25	792694.9375	NA	341783.28125	54872.96484375	NA	NA	NA	NA	NA
3.contigs_20243704_1	137	174158	2440277.4375	NA	NA	NA	NA	NA	O	7.5e-52	Bacillariophyta
4.contigs_8154167_10	451	174158	2440277.4375	NA	NA	NA	NA	NA	O	1.4e-192	Bacillariophyta
2.contigs_9486477_1	97	174158	2440277.4375	NA	NA	NA	NA	NA	O	5.8e-27	Bacillariophyta
3.contigs_15488580_2	351	174158	2440277.4375	NA	NA	NA	NA	NA	O	4.4e-149	Bacillariophyta
3.contigs_16953141_1	146	174158	2440277.4375	NA	NA	NA	NA	NA	O	1.7e-49	Bacillariophyta
3.contigs_19084191_1	163	174158	2440277.4375	NA	NA	NA	NA	NA	O	5.7e-59	Bacillariophyta
3.contigs_7329367_2	102	174158	2440277.4375	NA	NA	NA	NA	NA	O	2.6e-33	Bacillariophyta
3.contigs_19976305_1	251	NA	NA	3007447.875	3993625.75	5474647	6099404.75	2693465.625	Q	4.6e-108	Alphaproteobacteria
3.contigs_10187481_3	361	NA	NA	3007447.875	3993625.75	5474647	6099404.75	2693465.625	Q	3.7e-191	Alphaproteobacteria
2.contigs_14164827_1	361	NA	NA	3007447.875	3993625.75	5474647	6099404.75	2693465.625	Q	4.4e-168	Alphaproteobacteria
3.contigs_3923871_1	361	NA	NA	3007447.875	3993625.75	5474647	6099404.75	2693465.625	Q	6.7e-169	Alphaproteobacteria
4.contigs_11402475_1	239	NA	NA	3007447.875	3993625.75	5474647	6099404.75	2693465.625	Q	9.4e-119	Alphaproteobacteria
3.contigs_13791215_1	188	NA	NA	3007447.875	3993625.75	5474647	6099404.75	2693465.625	Q	3.7e-86	Alphaproteobacteria
1.contigs_1452664_7	125	849846.5625	871061.25	1470604.75	5391693	NA	NA	NA	J	1.6e-40	Pleurocapsales
3.contigs_6551589_1	232	NA	1688351.3125	763248.4375	NA	439262.640625	NA	1800538.375	M	4.4e-20	Flavobacteriia
3.contigs_20585807_1	172	NA	NA	NA	NA	NA	NA	NA	NA	7.4e-25	Eukaryota
3.contigs_12563077_1	167	NA	281176.3125	145271.984375	56263.13671875	1009151.1875	NA	35295.7734375	F	1.6e-77	Bacillariophyta
3.contigs_14609345_1	199	225243.390625	285517.34375	198115.890625	334509.71484375	NA	830479.03125	405009.53125	Q	1e-41	Chlorophyta
3.contigs_12362551_3	204	370496.28125	142602.1875	87035.6640625	NA	12693108	1711972.6875	588496.5	S	1.8e-14	Chromatiales
4.contigs_6498225_6	109	370496.28125	142602.1875	87035.6640625	NA	12693108	1711972.6875	588496.5	S	6.9e-8	Gammaproteobacteria
1.contigs_5241518_2	366	NA	251104.140625	NA	286873.59375	NA	NA	NA	J	8.4e-119	Eukaryota
3.contigs_8854556_1	264	2507694.5	371512.5625	2688529	4650454.953125	2300473.71875	4031924.59375	2583717.0625	O	1.1e-11	Flavobacterium
1.contigs_1569188_2	116	12371452	3937486.5	NA	NA	2625965	NA	262779.78125	C	2.9e-57	Synechococcus
1.contigs_3065557_1	641	NA	NA	NA	NA	NA	NA	NA	S	1.7e-292	Roseivivax
3.contigs_18869233_1	133	NA	200511.96875	NA	437668.90625	608106.125	691646.8125	458270.875	C	4.1e-63	Chromatiales
1.contigs_7764428_1	226	NA	200511.96875	NA	437668.90625	608106.125	691646.8125	458270.875	C	1.2e-118	Chromatiales
2.contigs_14098341_1	260	NA	NA	190039.984375	587044.375	NA	215678.4375	178162.84375	C	7.8e-119	Desulfobacterales
1.contigs_366255_3	235	841674.125	212987.84375	NA	177048.140625	716810.625	NA	NA	P	2.6e-105	Roseobacter
3.contigs_16425000_1	221	590475.6875	NA	NA	NA	670049.125	NA	NA	P	1.7e-42	Bacillariophyta
1.contigs_3538533_1	138	590475.6875	NA	NA	NA	670049.125	NA	NA	P	6.3e-35	Bacillariophyta
3.contigs_904218_1	201	3167396.25	1155907	NA	1426790.125	3739889.59375	982178.4375	503482.71875	O	3.7e-84	Bacillariophyta
1.contigs_2625596_13	414	560124.375	2424786.25	130419.6015625	605587.1875	84173.125	NA	NA	C	2.3e-165	Eukaryota
1.contigs_7891576_6	637	248068.75	2512807.84375	2058985.75	426168.21875	1841668.9453125	151704.0625	NA	I	3.5e-136	Pleurocapsales
3.contigs_8749060_1	86	476749.625	208947.796875	NA	NA	1441761.25	475945.8125	293438.71875	K	7.1e-32	Alphaproteobacteria
3.contigs_13813159_1	73	476749.625	208947.796875	NA	NA	1441761.25	475945.8125	293438.71875	K	4e-20	Sulfitobacter
2.contigs_4188135_1	69	476749.625	208947.796875	NA	NA	1441761.25	475945.8125	293438.71875	K	4.2e-27	Alphaproteobacteria
4.contigs_3114286_2	102	476749.625	208947.796875	NA	NA	1441761.25	475945.8125	293438.71875	K	1e-29	Alphaproteobacteria
1.contigs_7501072_1	75	476749.625	208947.796875	NA	NA	1441761.25	475945.8125	293438.71875	K	1.7e-29	Alphaproteobacteria
1.contigs_7318716_1	83	476749.625	208947.796875	NA	NA	1441761.25	475945.8125	293438.71875	K	2.9e-30	Roseobacter
1.contigs_1980988_1	202	397519.03125	361426.65625	32312.529296875	NA	198206.484375	NA	NA	C	1.4e-62	Eukaryota
3.contigs_8103885_2	395	NA	219464.9375	71249.515625	NA	181321.53125	360051.34375	NA	P	2.7e-203	Chromatiales
4.contigs_6895594_2	498	NA	430669.1875	835716.1875	858708.3125	NA	1146719.875	674552.3125	NA	2e-9	Eukaryota
3.contigs_2504341_7	486	NA	NA	392420.1015625	201543.375	2280491.1875	363441.25	500924.609375	P	1.7e-268	Roseobacter
1.contigs_5929882_1	488	NA	NA	392420.1015625	201543.375	2280491.1875	363441.25	500924.609375	P	7.5e-256	Roseobacter
2.contigs_3148868_2	488	NA	NA	392420.1015625	201543.375	2280491.1875	363441.25	500924.609375	P	7.7e-261	Roseobacter
3.contigs_967268_4	488	NA	NA	392420.1015625	201543.375	2280491.1875	363441.25	500924.609375	P	9.8e-256	Roseobacter
3.contigs_19080765_1	806	NA	NA	NA	NA	NA	NA	NA	Q	6.8e-121	Nostocales
2.contigs_1406581_1	43	NA	NA	1859840.125	1684213.75	NA	2392794.5625	849276.65625	NA	NA	NA
2.contigs_990844_6	806	310991.5	407283.484375	NA	NA	NA	NA	NA	P	4.7e-263	Alteromonadaceae
3.contigs_9669114_1	186	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.1e-74	Sulfitobacter
1.contigs_7307515_1	118	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.8e-46	Roseobacter
3.contigs_3833523_1	202	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	2.9e-81	Roseobacter
3.contigs_11576690_1	237	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	4.7e-86	Roseovarius
4.contigs_8159054_1	149	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	8.9e-59	Roseobacter
3.contigs_5104542_1	112	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	9.7e-34	Ruegeria
2.contigs_10357909_1	152	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	5.9e-58	Roseovarius
1.contigs_2025212_1	169	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.4e-55	Sulfitobacter
3.contigs_25296899_2	223	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	7e-84	Rhodovulum
1.contigs_5342995_1	136	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	2.6e-57	Oceanicola
3.contigs_11988100_2	145	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	9.9e-47	Oceanicola
1.contigs_10296894_1	145	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.1e-61	Roseobacter
3.contigs_4705337_1	148	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	4.4e-50	Oceanicola
1.contigs_3649674_2	242	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	2.6e-100	Roseobacter
2.contigs_1535126_2	113	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	4.9e-33	Ruegeria
2.contigs_11783423_1	182	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	5.5e-79	Sulfitobacter
2.contigs_9742356_1	124	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.4e-41	Oceanicola
1.contigs_2498481_1	182	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	6.3e-83	Roseobacter
3.contigs_14520072_1	118	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.7e-52	Roseovarius
3.contigs_829272_1	234	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	7.6e-97	Oceanicola
2.contigs_8460324_2	152	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	3.9e-46	Sulfitobacter
2.contigs_4633641_1	167	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.6e-56	Sulfitobacter
1.contigs_10175684_3	210	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	9.5e-83	Alphaproteobacteria
3.contigs_16038699_2	234	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.7e-101	Roseobacter
2.contigs_14282239_1	185	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	3.4e-76	Leisingera
2.contigs_13073532_1	147	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	3.2e-45	Ruegeria
2.contigs_8986707_1	140	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.2e-52	Ruegeria
1.contigs_3755240_1	142	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.6e-57	Sulfitobacter
1.contigs_1472983_1	222	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	3.9e-95	Roseobacter
2.contigs_10151892_2	164	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	5.5e-62	Alphaproteobacteria
1.contigs_9331698_1	229	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	3.9e-90	Sulfitobacter
3.contigs_3902267_1	116	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.3e-44	Roseovarius
3.contigs_11510249_1	141	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.1e-45	Sulfitobacter
2.contigs_8837882_2	143	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	4.4e-55	Roseobacter
4.contigs_15827567_1	216	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	5.2e-52	Roseobacter
2.contigs_12151710_2	128	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.3e-55	Ruegeria
3.contigs_19925000_2	194	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	3.2e-85	Alphaproteobacteria
2.contigs_2319509_1	126	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	8.9e-36	Leisingera
2.contigs_13589251_1	482	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	S	9.2e-89	Oceanicola
3.contigs_13937769_1	150	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	4e-51	Rhodovulum
1.contigs_5245317_1	117	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.9e-48	Sulfitobacter
3.contigs_14166745_1	195	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	7.5e-74	Sulfitobacter
2.contigs_5227786_3	240	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	6.1e-102	Oceanicola
2.contigs_8068384_2	123	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.4e-41	Oceanicola
1.contigs_5063298_1	88	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	2e-34	unclassified Rhodobacteraceae
1.contigs_4169083_1	211	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.7e-84	Roseobacter
2.contigs_3923232_2	140	966947.125	708301.953125	913513.6875	1858810.21875	2506367.25	2705309.25	1315586.1875	P	1.3e-56	unclassified Rhodobacteraceae
2.contigs_8082369_4	124	NA	NA	930084.9375	2616746.5625	NA	1194418.875	514701.15625	J	1e-15	Chlorophyta
3.contigs_4430071_2	705	NA	320764.34375	NA	NA	NA	NA	NA	P	2.9e-245	Sphingomonadales
3.contigs_13470226_2	158	3293929.75	425720.1875	1309033.96875	2358021.9375	166173.09375	2444404.25	919199.53125	NA	NA	NA
4.contigs_1461809_1	155	3293929.75	425720.1875	1309033.96875	2358021.9375	166173.09375	2444404.25	919199.53125	NA	NA	NA
1.contigs_10020049_2	193	NA	NA	NA	168607.1875	1977558.625	179716.28125	142000.78125	S	4.4e-34	Roseobacter
3.contigs_12056050_4	336	788585.375	954472.1875	NA	297294.40625	319423.1875	NA	NA	K	1.2e-50	unclassified Alphaproteobacteria
2.contigs_5166165_1	125	NA	107367.6875	379852.71875	NA	NA	199199.96875	387897.6875	S	6.3e-50	Alphaproteobacteria
3.contigs_6818325_2	513	NA	901303.125	NA	NA	784049.9375	NA	NA	J	5.6e-185	Bacillariophyta
1.contigs_5822662_1	261	NA	901303.125	NA	NA	784049.9375	NA	NA	J	1.3e-105	Bacillariophyta
3.contigs_6004585_2	607	NA	901303.125	NA	NA	784049.9375	NA	NA	J	2.2e-220	Bacillariophyta
2.contigs_1416457_1	210	NA	901303.125	NA	NA	784049.9375	NA	NA	J	1.7e-95	Bacillariophyta
3.contigs_6199886_1	627	NA	901303.125	NA	NA	784049.9375	NA	NA	J	4.2e-211	Bacillariophyta
2.contigs_2320696_2	525	NA	901303.125	NA	NA	784049.9375	NA	NA	J	4.3e-225	Bacillariophyta
3.contigs_239085_2	335	NA	NA	NA	NA	371052.65625	NA	NA	P	1.5e-93	Rhodospirillales
1.contigs_4466050_1	344	922106.75	1717058.625	312644.0859375	206704.46875	1484103.84375	NA	29114.927734375	Q	2.9e-153	unclassified Rhodobacteraceae
1.contigs_758947_1	796	3005204.5625	634527.359375	NA	992809.6875	NA	NA	NA	P	1.2e-141	Sphingomonadales
3.contigs_15814790_8	1246	NA	233651.1875	NA	NA	NA	NA	NA	K	0	unclassified Bacteria
1.contigs_3963686_2	1273	NA	233651.1875	NA	NA	NA	NA	NA	K	0	Sphingobacteriia
3.contigs_3342926_1	1203	NA	233651.1875	NA	NA	NA	NA	NA	K	0	Bacteroidetes Order II. Incertae sedis
3.contigs_6216748_5	1269	NA	233651.1875	NA	NA	NA	NA	NA	K	0	Sphingobacteriia
3.contigs_479937_1	140	4572972	2049484.625	617306.6875	861058.875	1185931.5	433587.75	490028.71875	E	4.2e-26	Phyllobacteriaceae
4.contigs_10002179_1	250	NA	NA	NA	NA	NA	NA	NA	C	3.2e-117	unclassified Bacteria
1.contigs_9551453_1	140	1069860.75	750589.125	NA	NA	NA	NA	NA	M	1.2e-20	Alphaproteobacteria
3.contigs_9433177_3	424	NA	218212.96875	145672.515625	NA	NA	149902.84375	NA	M	9e-80	Chromatiales
3.contigs_409915_3	432	NA	218212.96875	145672.515625	NA	NA	149902.84375	NA	M	3.1e-72	Chromatiales
3.contigs_3504458_1	265	NA	218212.96875	145672.515625	NA	NA	149902.84375	NA	M	4.8e-39	Chromatiales
3.contigs_12331992_2	349	NA	306505.25	177947.5	167347	NA	201498.125	NA	D	7.7e-162	unclassified Gammaproteobacteria
4.contigs_4972862_1	198	NA	306505.25	177947.5	167347	NA	201498.125	NA	D	1.4e-88	Chromatiales
1.contigs_922152_3	101	1145618.125	12253839.96875	NA	92157.9765625	714241.75	NA	NA	NA	NA	NA
1.contigs_10607544_4	210	NA	NA	171663.265625	133970.734375	288128.25	NA	150532.953125	O	2.4e-94	Bacillariophyta
3.contigs_17244187_3	417	NA	NA	171663.265625	133970.734375	288128.25	NA	150532.953125	O	1.5e-201	Bacillariophyta
4.contigs_5077146_1	294	NA	NA	171663.265625	133970.734375	288128.25	NA	150532.953125	O	4e-143	Bacillariophyta
3.contigs_1953107_1	300	NA	NA	171663.265625	133970.734375	288128.25	NA	150532.953125	O	4.6e-131	Bacillariophyta
4.contigs_4896342_1	155	NA	NA	1416176.09375	2030277	NA	1426943.1875	737763.59375	NA	NA	NA
4.contigs_10894504_1	230	NA	NA	1416176.09375	2030277	NA	1426943.1875	737763.59375	O	1.2e-78	Xanthobacteraceae
2.contigs_13945816_2	84	3753448	624321.5625	119455.9375	568192.5625	NA	113823.796875	NA	C	6e-20	unclassified Rhodobacteraceae
3.contigs_3348900_3	172	NA	NA	NA	NA	367227.78125	NA	NA	C	1.2e-59	Bacillariophyta
4.contigs_12930584_1	763	212846.53125	NA	NA	NA	145466.4375	1400341.625	1336056	NT	1.2e-61	Pseudoalteromonadaceae
2.contigs_2337165_2	250	422611.625	NA	64523.109375	NA	NA	75331.28125	NA	KT	4e-120	Pleurocapsales
2.contigs_9704918_2	595	856793.9375	72474.78125	498143.8125	NA	846915.0625	NA	117982.5625	EH	1.3e-281	Desulfobacterales
4.contigs_691717_1	465	856793.9375	72474.78125	498143.8125	NA	846915.0625	NA	117982.5625	EH	6.3e-228	Desulfobacterales
3.contigs_90919_4	342	NA	NA	NA	NA	NA	NA	NA	G	7.4e-133	unclassified Alphaproteobacteria
3.contigs_10880169_2	345	NA	NA	NA	NA	NA	NA	NA	G	2.4e-131	unclassified Alphaproteobacteria
1.contigs_4701630_1	73	79879.9375	1318746.875	NA	NA	554332.875	NA	NA	P	1.1e-30	Eukaryota
2.contigs_1535690_1	352	NA	NA	NA	NA	NA	NA	NA	E	3.9e-129	Alphaproteobacteria
2.contigs_7162643_2	437	NA	NA	NA	NA	NA	NA	NA	E	7.6e-159	Thioclava
3.contigs_15027217_1	190	NA	NA	NA	NA	NA	NA	NA	E	3.2e-77	Oceanicola
3.contigs_24852743_1	217	NA	NA	NA	NA	NA	NA	NA	E	8.6e-87	Oceanicola
2.contigs_5457537_2	437	NA	NA	NA	NA	NA	NA	NA	E	1.1e-154	Thioclava
1.contigs_5701797_5	157	3211684.6640625	896123.484375	402001.671875	567850.6875	2049325.5	1629906.1875	744712.3125	C	1.8e-70	Roseobacter
3.contigs_2535998_8	159	3211684.6640625	896123.484375	402001.671875	567850.6875	2049325.5	1629906.1875	744712.3125	C	6e-69	Phyllobacteriaceae
2.contigs_1619414_4	158	3211684.6640625	896123.484375	402001.671875	567850.6875	2049325.5	1629906.1875	744712.3125	C	2.6e-72	Alphaproteobacteria
2.contigs_1737833_2	158	3211684.6640625	896123.484375	402001.671875	567850.6875	2049325.5	1629906.1875	744712.3125	C	5.7e-72	Roseobacter
1.contigs_453577_14	183	524434.6875	739450.125	596246.125	2523208	276598.875	1996594.375	587769.3125	F	9.6e-63	Oscillatoriales
2.contigs_96477_22	184	524434.6875	739450.125	596246.125	2523208	276598.875	1996594.375	587769.3125	F	4e-85	Oscillatoriales
4.contigs_3974429_2	366	524434.6875	739450.125	596246.125	2523208	276598.875	1996594.375	587769.3125	F	3.4e-104	Opitutae
1.contigs_5070301_2	62	149991.041015625	NA	NA	NA	1194867.78125	242953.21875	74225.2265625	G	2.5e-10	Eukaryota
2.contigs_5250436_1	589	1160977.75	1730096.875	553974.75	594431.875	NA	1130710.75	896059.0625	G	1.9e-298	Gammaproteobacteria
3.contigs_10240613_2	442	2065285.125	3800970	1274253.875	413431.96875	2242528.25	NA	NA	C	1.6e-236	Eukaryota
4.contigs_1173458_1	61	NA	NA	335219.46875	436519.28125	204437.546875	463972.15625	NA	S	8.6e-16	Chlorophyta
3.contigs_12605111_1	322	NA	215316.15625	100337.390625	NA	173111.90625	NA	NA	G	1.8e-141	Deinococcus-Thermus
2.contigs_2031048_5	94	1835396.625	1794868.25	2401050.75	5165802.0625	404240.375	6144158.78125	3503424.234375	O	1.5e-40	Metazoa
2.contigs_4585156_3	339	345923.03125	580825.0625	503630.96875	404296.0625	NA	675158.4375	363302.90625	E	1.5e-146	Cytophagia
1.contigs_1897256_3	275	3329314.125	5968776.875	231418.3125	1118257.453125	716566.84375	353251.703125	117018.265625	J	1.2e-104	Oscillatoriales
2.contigs_1601654_2	322	3329314.125	5968776.875	231418.3125	1118257.453125	716566.84375	353251.703125	117018.265625	J	5.2e-104	Oscillatoriales
3.contigs_12106794_60	275	3329314.125	5968776.875	231418.3125	1118257.453125	716566.84375	353251.703125	117018.265625	J	2.5e-107	Oscillatoriales
1.contigs_8641720_3	275	3329314.125	5968776.875	231418.3125	1118257.453125	716566.84375	353251.703125	117018.265625	J	3.5e-109	Cyanobacteria
4.contigs_4912106_1	226	3329314.125	5968776.875	231418.3125	1118257.453125	716566.84375	353251.703125	117018.265625	J	4.8e-96	Cyanobacteria
1.contigs_80821_119	275	3329314.125	5968776.875	231418.3125	1118257.453125	716566.84375	353251.703125	117018.265625	J	1.6e-106	Oscillatoriales
1.contigs_1994985_68	275	3329314.125	5968776.875	231418.3125	1118257.453125	716566.84375	353251.703125	117018.265625	J	4.7e-106	Cyanobacteria
1.contigs_4934767_3	206	3329314.125	5968776.875	231418.3125	1118257.453125	716566.84375	353251.703125	117018.265625	J	7.9e-74	Oscillatoriales
4.contigs_14731134_1	310	NA	24088.46875	NA	NA	NA	NA	NA	E	2.2e-35	Roseovarius
3.contigs_1357940_1	416	621488.6875	NA	NA	NA	511785.4375	148408.765625	NA	Q	3e-157	Nostocales
1.contigs_3639195_1	320	4258711.5	986255.3125	NA	NA	307648.53125	263428.3125	255593.546875	KMT	2.8e-134	Pleurocapsales
